"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"RAYMOND","EQ","11-Aug-2020","        260.45","        261.10","        277.30","        260.00","        269.80","        269.60","        271.60","    3586623","           974117766.05","      37303","    1110418","         30.96"
"RAYMOND","EQ","12-Aug-2020","        269.60","        267.90","        281.00","        266.00","        278.50","        278.75","        276.08","    2965171","           818638357.10","      38050","     833160","         28.10"
"RAYMOND","EQ","13-Aug-2020","        278.75","        280.00","        280.75","        272.00","        272.90","        273.25","        274.73","     959385","           263576129.20","      13571","     421328","         43.92"
"RAYMOND","EQ","14-Aug-2020","        273.25","        274.60","        278.50","        263.75","        268.35","        267.70","        272.23","    1183013","           322051427.80","      17510","     447054","         37.79"
"RAYMOND","EQ","17-Aug-2020","        267.70","        270.00","        272.25","        263.25","        268.10","        268.45","        268.84","     679593","           182699107.30","      10297","     222134","         32.69"
"RAYMOND","EQ","18-Aug-2020","        268.45","        269.00","        274.90","        268.10","        271.15","        271.60","        272.05","     743436","           202254886.45","      10919","     246392","         33.14"
"RAYMOND","EQ","19-Aug-2020","        271.60","        273.75","        285.00","        272.50","        281.50","        280.45","        281.53","    3186766","           897171189.40","      35699","     942103","         29.56"
"RAYMOND","EQ","20-Aug-2020","        280.45","        278.50","        289.65","        276.20","        284.90","        284.20","        284.82","    1838925","           523767325.55","      22454","     571182","         31.06"
"RAYMOND","EQ","21-Aug-2020","        284.20","        288.10","        295.25","        287.00","        289.60","        289.60","        290.81","    1828210","           531669045.50","      22100","     689198","         37.70"
"RAYMOND","EQ","24-Aug-2020","        289.60","        292.50","        295.80","        286.10","        287.50","        287.30","        291.24","    1114021","           324443850.60","      16293","     507760","         45.58"
"RAYMOND","EQ","25-Aug-2020","        287.30","        290.50","        291.35","        281.90","        285.00","        286.00","        285.90","     874987","           250160692.65","      12792","     332928","         38.05"
"RAYMOND","EQ","26-Aug-2020","        286.00","        288.25","        307.40","        282.60","        298.35","        298.55","        298.69","    4627816","          1382284744.35","      52700","    1240380","         26.80"
"RAYMOND","EQ","27-Aug-2020","        298.55","        302.00","        308.70","        298.50","        305.00","        304.60","        304.44","    2294177","           698436046.60","      28266","     829040","         36.14"
"RAYMOND","EQ","28-Aug-2020","        304.60","        307.65","        312.00","        300.95","        304.00","        304.55","        306.66","    1686109","           517056891.90","      23582","     692290","         41.06"
"RAYMOND","EQ","31-Aug-2020","        304.55","        310.40","        310.90","        282.50","        287.00","        287.70","        292.83","    1819642","           532848507.80","      29933","     756960","         41.60"
"RAYMOND","EQ","01-Sep-2020","        287.70","        287.10","        287.70","        270.05","        283.70","        282.45","        279.75","     752366","           210470831.85","      15702","     292225","         38.84"
"RAYMOND","EQ","02-Sep-2020","        282.45","        281.40","        290.00","        280.75","        289.25","        288.10","        285.31","     499626","           142550373.45","       9086","     161930","         32.41"
"RAYMOND","EQ","03-Sep-2020","        288.10","        290.00","        293.85","        285.75","        289.80","        289.70","        290.05","     512478","           148644368.30","       8750","     163218","         31.85"
"RAYMOND","EQ","04-Sep-2020","        289.70","        282.05","        288.85","        280.55","        285.50","        284.10","        285.03","     523895","           149324970.90","       8658","     186291","         35.56"
"RAYMOND","EQ","07-Sep-2020","        284.10","        284.00","        286.70","        275.00","        276.00","        276.80","        278.97","     590825","           164821744.05","       8768","     295335","         49.99"
"RAYMOND","EQ","08-Sep-2020","        276.80","        277.90","        277.95","        263.50","        265.50","        264.90","        269.62","     729903","           196797512.60","      12730","     380043","         52.07"
"RAYMOND","EQ","09-Sep-2020","        264.90","        264.40","        264.40","        254.70","        262.00","        260.10","        258.37","     654124","           169004344.00","      12311","     286420","         43.79"
"RAYMOND","EQ","10-Sep-2020","        260.10","        263.00","        272.40","        263.00","        269.50","        268.80","        268.58","     458397","           123115111.15","       9715","     143108","         31.22"
"RAYMOND","EQ","11-Sep-2020","        268.80","        268.80","        275.00","        265.30","        271.40","        270.75","        271.02","     524922","           142266052.45","       9992","     154785","         29.49"
"RAYMOND","EQ","14-Sep-2020","        270.75","        274.70","        282.50","        273.10","        277.40","        277.10","        277.95","     828145","           230180342.55","      17744","     300592","         36.30"
"RAYMOND","EQ","15-Sep-2020","        277.10","        275.00","        281.10","        271.30","        278.15","        277.90","        276.96","     761755","           210975725.55","      11924","     237483","         31.18"
"RAYMOND","EQ","16-Sep-2020","        277.90","        279.70","        289.20","        279.70","        287.05","        286.55","        284.83","     941137","           268062540.60","      18038","     335689","         35.67"
"RAYMOND","EQ","17-Sep-2020","        286.55","        285.00","        290.80","        282.45","        283.00","        283.70","        286.65","     872626","           250141625.70","      13908","     267971","         30.71"
"RAYMOND","EQ","18-Sep-2020","        283.70","        285.45","        288.00","        279.10","        281.95","        282.75","        283.60","     593064","           168193777.15","      14526","     175060","         29.52"
"RAYMOND","EQ","21-Sep-2020","        282.75","        281.60","        282.75","        263.10","        266.90","        267.35","        272.32","     614339","           167297153.40","      14680","     278327","         45.31"
"RAYMOND","EQ","22-Sep-2020","        267.35","        268.00","        268.00","        255.10","        265.00","        261.85","        260.72","     533288","           139039333.95","      11380","     177845","         33.35"
"RAYMOND","EQ","23-Sep-2020","        261.85","        265.10","        268.60","        256.20","        265.50","        263.85","        262.08","     447864","           117376685.25","       9446","     103441","         23.10"
"RAYMOND","EQ","24-Sep-2020","        263.85","        257.25","        260.70","        252.00","        253.50","        253.20","        255.02","     441366","           112556083.25","      12358","     169210","         38.34"
"RAYMOND","EQ","25-Sep-2020","        253.20","        255.50","        264.40","        255.10","        263.70","        263.55","        259.65","     495868","           128751012.15","      13220","     124096","         25.03"
"RAYMOND","EQ","28-Sep-2020","        263.55","        267.00","        270.90","        266.00","        267.15","        267.65","        268.04","     355308","            95235811.90","       7278","     126447","         35.59"
"RAYMOND","EQ","29-Sep-2020","        267.65","        268.90","        293.20","        263.15","        287.95","        287.80","        285.02","    2435444","           694150451.30","      39665","     666833","         27.38"
"RAYMOND","EQ","30-Sep-2020","        287.80","        291.40","        296.00","        286.65","        290.00","        290.70","        291.68","    1858800","           542182961.50","      29716","     622734","         33.50"
"RAYMOND","EQ","01-Oct-2020","        290.70","        292.65","        293.00","        286.10","        287.70","        287.15","        288.72","     673127","           194344590.05","      12356","     242350","         36.00"
"RAYMOND","EQ","05-Oct-2020","        287.15","        287.70","        293.90","        284.40","        291.75","        291.50","        290.84","     911871","           265210533.40","      16157","     289967","         31.80"
"RAYMOND","EQ","06-Oct-2020","        291.50","        292.95","        295.85","        290.50","        291.00","        291.95","        292.82","     845255","           247507524.85","      13336","     245726","         29.07"
"RAYMOND","EQ","07-Oct-2020","        291.95","        288.70","        292.80","        283.00","        284.55","        285.25","        287.19","     741233","           212876585.95","      13625","     256640","         34.62"
"RAYMOND","EQ","08-Oct-2020","        285.25","        285.00","        293.00","        285.00","        287.60","        287.95","        288.96","     568877","           164382713.60","      12611","     206613","         36.32"
"RAYMOND","EQ","09-Oct-2020","        287.95","        288.70","        289.00","        284.00","        285.60","        285.40","        286.07","     326837","            93499688.95","       6785","     120249","         36.79"
